;a;b;operation;calculated;cumulative;result;proof_size;seconds;response
prove_10;91;38;Mul;3458;19037;19037.0;841;0.0643124580001313;{'verificationValue': 19037.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMTkwMzcuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADE5MDM3LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_11;30;19;Mul;570;19607;19607.0;841;0.06420129199977964;{'verificationValue': 19607.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMTk2MDcuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADE5NjA3LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_12;6;75;Mul;450;20057;20057.0;841;0.06347375000041211;{'verificationValue': 20057.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMjAwNTcuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADIwMDU3LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_13;40;8;Mul;320;20377;20377.0;841;0.06428683299964177;{'verificationValue': 20377.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMjAzNzcuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADIwMzc3LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_14;79;5;Mul;395;20772;20772.0;841;0.06403175000014016;{'verificationValue': 20772.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMjA3NzIuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADIwNzcyLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_15;17;73;Mul;1241;22013;22013.0;841;0.06460783300099138;{'verificationValue': 22013.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMjIwMTMuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADIyMDEzLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_16;19;9;Mul;171;22184;22184.0;841;0.06320587499976682;{'verificationValue': 22184.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMjIxODQuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADIyMTg0LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_17;73;5;Mul;365;22549;22549.0;841;0.06299274999946647;{'verificationValue': 22549.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMjI1NDkuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADIyNTQ5LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_18;93;14;Mul;1302;23851;23851.0;841;0.06362491700019746;{'verificationValue': 23851.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMjM4NTEuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADIzODUxLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_19;90;100;Mul;9000;32851;32851.0;841;0.06298375000005763;{'verificationValue': 32851.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMzI4NTEuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADMyODUxLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_20;70;90;Mul;6300;39151;39151.0;841;0.06394974999966507;{'verificationValue': 39151.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAAMzkxNTEuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADM5MTUxLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
