;a;b;operation;calculated;cumulative;result;proof_size;seconds;response
prove_10;91;38;Mul;3458;19037;19037.0;873;0.07330629100033548;{'verificationValue': 19037.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAUAEAAAAAAAAHAAAAMTkwMzcuMABAAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwxNiwwLDAsMCwwLDAsMCwwLDEyOCw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDE3Myw2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjExLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAABQAQAAAAAAAAcAAAAxOTAzNy4wAEABAAB7Indhc19maXJzdF9ldmVudCI6ZmFsc2UsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCwwLDE2LDAsMCwwLDAsMCwwLDAsMTI4LDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwxODEsOTAsMTczLDYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MTEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'}}
prove_11;30;19;Mul;570;19607;19607.0;881;0.07254350000039267;{'verificationValue': 19607.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAVAEAAAAAAAAHAAAAMTk2MDcuMABBAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwzMiwwLDAsMCwwLDAsMCwwLDEyOCw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDE3Myw4NiwzLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjoxMiwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAAAAVAEAAAAAAAAHAAAAMTk2MDcuMABBAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwzMiwwLDAsMCwwLDAsMCwwLDEyOCw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDE3Myw4NiwzLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjoxMiwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA='}}
prove_12;6;75;Mul;450;20057;20057.0;881;0.0725531249991036;{'verificationValue': 20057.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAVAEAAAAAAAAHAAAAMjAwNTcuMABDAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCw2NCwwLDAsMCwwLDAsMCwwLDEyOCw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDE3Myw4NiwxNzEsMSwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEzLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAVAEAAAAAAAAHAAAAMjAwNTcuMABDAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCw2NCwwLDAsMCwwLDAsMCwwLDEyOCw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDE3Myw4NiwxNzEsMSwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEzLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA='}}
prove_13;40;8;Mul;320;20377;20377.0;889;0.07288974999937636;{'verificationValue': 20377.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAWAEAAAAAAAAHAAAAMjAzNzcuMABGAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMCwwLDAsMCwwLDAsMCwxMjgsOTAsMTczLDg2LDE3MSwyMTMsMTA2LDE4MSw5MCwxNzMsODYsMTcxLDIxMywwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjE0LCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAFgBAAAAAAAABwAAADIwMzc3LjAARgEAAHsid2FzX2ZpcnN0X2V2ZW50IjpmYWxzZSwiaW1hZ2VfaWQiOlsyOTQ4NjMwNzkyLDI0ODIxMzY3MTEsMTUxMjYxODY5MiwzMTk3MDgyNDE4LDgyMDk2Mzg2OCw0NjMyNDMwMDUsMjgxNTEzMDA0NSwzODM1MzU0NjU3XSwicWYiOnsiYiI6WzAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDAsMCwwLDAsMCwwLDAsMTI4LDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwxODEsOTAsMTczLDg2LDE3MSwyMTMsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjoxNCwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_14;79;5;Mul;395;20772;20772.0;889;0.07194274999892514;{'verificationValue': 20772.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAWAEAAAAAAAAHAAAAMjA3NzIuMABGAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwwLDEsMCwwLDAsMCwwLDAsMTI4LDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwxODEsOTAsMTczLDg2LDE3MSwyMTMsMTA2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjE1LCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAFgBAAAAAAAABwAAADIwNzcyLjAARgEAAHsid2FzX2ZpcnN0X2V2ZW50IjpmYWxzZSwiaW1hZ2VfaWQiOlsyOTQ4NjMwNzkyLDI0ODIxMzY3MTEsMTUxMjYxODY5MiwzMTk3MDgyNDE4LDgyMDk2Mzg2OCw0NjMyNDMwMDUsMjgxNTEzMDA0NSwzODM1MzU0NjU3XSwicWYiOnsiYiI6WzAsNCwwLDAsMCwwLDAsMCwwLDAsMCwxLDAsMCwwLDAsMCwwLDEyOCw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjoxNSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_15;17;73;Mul;1241;22013;22013.0;889;0.07297800000014831;{'verificationValue': 22013.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAWAEAAAAAAAAHAAAAMjIwMTMuMABHAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwwLDIsMCwwLDAsMCwwLDAsMTI4LDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwxODEsOTAsMTczLDg2LDE3MSwyMTMsMTA2LDUzLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjoxNiwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAFgBAAAAAAAABwAAADIyMDEzLjAARwEAAHsid2FzX2ZpcnN0X2V2ZW50IjpmYWxzZSwiaW1hZ2VfaWQiOlsyOTQ4NjMwNzkyLDI0ODIxMzY3MTEsMTUxMjYxODY5MiwzMTk3MDgyNDE4LDgyMDk2Mzg2OCw0NjMyNDMwMDUsMjgxNTEzMDA0NSwzODM1MzU0NjU3XSwicWYiOnsiYiI6WzAsNCwwLDAsMCwwLDAsMCwwLDAsMCwyLDAsMCwwLDAsMCwwLDEyOCw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDE3Myw4NiwxNzEsMjEzLDEwNiw1MywwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MTYsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_16;19;9;Mul;171;22184;22184.0;897;0.07216054200034705;{'verificationValue': 22184.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAXAEAAAAAAAAHAAAAMjIxODQuMABJAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwwLDQsMCwwLDAsMCwwLDAsMTI4LDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwxODEsOTAsMTczLDg2LDE3MSwyMTMsMTA2LDE4MSwyNiwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjE3LCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAABcAQAAAAAAAAcAAAAyMjE4NC4wAEkBAAB7Indhc19maXJzdF9ldmVudCI6ZmFsc2UsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwxMjgsOTAsMTczLDg2LDE3MSwyMTMsMTA2LDE4MSw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MTcsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'}}
prove_17;73;5;Mul;365;22549;22549.0;897;0.0725075829996058;{'verificationValue': 22549.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAXAEAAAAAAAAHAAAAMjI1NDkuMABKAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwwLDgsMCwwLDAsMCwwLDAsMTI4LDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwxODEsOTAsMTczLDg2LDE3MSwyMTMsMTA2LDE4MSw5MCwxMywwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjoxOCwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAABcAQAAAAAAAAcAAAAyMjU0OS4wAEoBAAB7Indhc19maXJzdF9ldmVudCI6ZmFsc2UsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCwwLDAsOCwwLDAsMCwwLDAsMCwxMjgsOTAsMTczLDg2LDE3MSwyMTMsMTA2LDE4MSw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDEzLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjE4LCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'}}
prove_18;93;14;Mul;1302;23851;23851.0;897;0.0721583329996065;{'verificationValue': 23851.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAXAEAAAAAAAAHAAAAMjM4NTEuMABMAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwwLDE2LDAsMCwwLDAsMCwwLDEyOCw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwxODEsOTAsMTczLDYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjE5LCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAABcAQAAAAAAAAcAAAAyMzg1MS4wAEwBAAB7Indhc19maXJzdF9ldmVudCI6ZmFsc2UsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCwwLDAsMTYsMCwwLDAsMCwwLDAsMTI4LDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwxODEsOTAsMTczLDg2LDE3MSwyMTMsMTA2LDE4MSw5MCwxNzMsNiwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MTksInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'}}
prove_19;90;100;Mul;9000;32851;32851.0;905;0.07257445899995218;{'verificationValue': 32851.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAYAEAAAAAAAAHAAAAMzI4NTEuMABNAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwwLDMyLDAsMCwwLDAsMCwwLDEyOCw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwxODEsOTAsMTczLDg2LDMsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjoyMCwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAAAAYAEAAAAAAAAHAAAAMzI4NTEuMABNAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOmZhbHNlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsMCwwLDMyLDAsMCwwLDAsMCwwLDEyOCw5MCwxNzMsODYsMTcxLDIxMywxMDYsMTgxLDkwLDE3Myw4NiwxNzEsMjEzLDEwNiwxODEsOTAsMTczLDg2LDMsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjoyMCwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA='}}
