;a;b;operation;calculated;cumulative;result;proof_size;seconds;response
prove_10;91;38;Mul;3458;19037;3458.0;841;0.06826850000106788;{'verificationValue': 3458.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAGAAAAMzQ1OC4wAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABgAAADM0NTguMAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_11;30;19;Mul;570;19607;570.0;841;0.06907287500143866;{'verificationValue': 570.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAFAAAANTcwLjAAAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABQAAADU3MC4wAAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_12;6;75;Mul;450;20057;450.0;841;0.08346520799932478;{'verificationValue': 450.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAFAAAANDUwLjAAAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABQAAADQ1MC4wAAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_13;40;8;Mul;320;20377;320.0;841;0.06865887499952805;{'verificationValue': 320.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAFAAAAMzIwLjAAAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABQAAADMyMC4wAAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_14;79;5;Mul;395;20772;395.0;841;0.06876391700097884;{'verificationValue': 395.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAFAAAAMzk1LjAAAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABQAAADM5NS4wAAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_15;17;73;Mul;1241;22013;1241.0;841;0.06827420799891115;{'verificationValue': 1241.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAGAAAAMTI0MS4wAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABgAAADEyNDEuMAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_16;19;9;Mul;171;22184;171.0;841;0.06848433400045906;{'verificationValue': 171.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAFAAAAMTcxLjAAAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABQAAADE3MS4wAAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_17;73;5;Mul;365;22549;365.0;841;0.06790662499952305;{'verificationValue': 365.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAFAAAAMzY1LjAAAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABQAAADM2NS4wAAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_18;93;14;Mul;1302;23851;1302.0;841;0.06888695899942832;{'verificationValue': 1302.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAGAAAAMTMwMi4wAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABgAAADEzMDIuMAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_19;90;100;Mul;9000;32851;9000.0;841;0.06860783400043147;{'verificationValue': 9000.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAGAAAAOTAwMC4wAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABgAAADkwMDAuMAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_20;70;90;Mul;6300;39151;6300.0;841;0.06795799999963492;{'verificationValue': 6300.0, 'proof': {'imageId': [2948630792, 2482136711, 1512618692, 3197082418, 820963868, 463243005, 2815130045, 3835354657], 'receipt': 'AwAAAAAAAAAAAAAAxAciAPPsD8genbvcCN2DvDmorNgPyU2p6hAM/h+8IU0pSDuhAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAGAAAANjMwMC4wAAAvAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjk0ODYzMDc5MiwyNDgyMTM2NzExLDE1MTI2MTg2OTIsMzE5NzA4MjQxOCw4MjA5NjM4NjgsNDYzMjQzMDA1LDI4MTUxMzAwNDUsMzgzNTM1NDY1N10sInFmIjp7ImIiOlswLDQsMCwwLDAsMCwwLDAsMCw0LDAsMCwwLDAsMCwwLDAsMCwxMjgsMjYsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwXSwibCI6MSwicSI6NiwiciI6N319AAAAAAAAAAAAAAAAAEABAAAAAAAABgAAADYzMDAuMAAALwEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzI5NDg2MzA3OTIsMjQ4MjEzNjcxMSwxNTEyNjE4NjkyLDMxOTcwODI0MTgsODIwOTYzODY4LDQ2MzI0MzAwNSwyODE1MTMwMDQ1LDM4MzUzNTQ2NTddLCJxZiI6eyJiIjpbMCw0LDAsMCwwLDAsMCwwLDAsNCwwLDAsMCwwLDAsMCwwLDAsMTI4LDI2LDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjEsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
